Pays;Annee;actu_moyenne;actu_top3;consulat_moyenne;consulat_top3;guides_moyenne;guides_top3;loisirs_moyenne;loisirs_top3;politique_moyenne;politique_top3;religion_moyenne;religion_top3;reservations_moyenne;reservations_top3;sante_moyenne;sante_top3;stats_moyenne;stats_top3;tourisme_moyenne;tourisme_top3
Chili;2005;0,020567632;2,036138732;-0,002348263;0,013988858;0,009014815;0,285301532;-0,006002886;-0,000510333;-0,041206705;0,46622555;-0,009014034;0,019110002;-0,004547325;0,047878778;-0,011776465;0,024094089;-0,042535482;0,320998392;0,032572601;2,293734863
Chili;2010;0,041874405;1,971640325;-0,001026394;0,021309641;0,007129917;0,281315425;0,007102736;0,11374222;0,063773321;0,727284812;-0,006825045;0,014960024;-0,011725931;0,016234311;-0,014157397;0,024511912;0,094845466;0,842201948;-0,021675516;2,08651986
Chili;2015;0,214327406;2,370087103;-0,001904505;0,013948352;0,036731385;0,526224594;-0,006401895;-0,002167154;-0,101272366;0,442455851;-0,011638065;0,026298786;0,01845421;0,255836032;-0,016563982;-0,002824063;-0,080736858;0,274816717;0,306526185;2,655061835
Chili;2019;-0,488290026;1,687872673;-0,000278772;0,037174093;0,004314776;0,330631771;0,012862084;0,170779156;0,246675474;0,760325193;0,019250656;0,193889778;-0,016563097;0,004015676;-0,000914783;0,144159759;-0,12536684;0,063640179;-0,452347816;1,245513751
Chine;2005;-0,564534225;0,540714768;-0,001606639;0,011047799;-0,030131755;0,00715638;0,01533746;0,176924851;0,318745257;0,93084142;0,010977538;0,176969193;-0,0175085;0,003077751;-0,01339096;0,015975835;0,179202657;0,948142796;-0,516812605;0,649551903
Chine;2010;-0,275219041;1,617590381;-0,000333741;0,014557399;-0,034860988;-0,020793424;-0,005441743;0,00489129;0,086962601;0,706772207;0,015261093;0,225597552;-0,015221934;0,011835006;-0,015776507;0,007918995;-0,013546355;0,369398709;-0,445051948;1,11603602
Chine;2015;-0,180762649;1,869374239;-0,001516288;0,01298594;0,009402534;0,317008692;-0,007010008;-0,000664104;0,026583852;0,475674873;-0,01113805;0,010608143;-0,010058085;0,05332026;-0,014475926;0,019535484;-0,029313177;0,342088883;-0,16318516;1,991711585
Chine;2019;-0,570654626;1,080871537;0,000612346;0,037636501;-0,035266711;-0,025419605;0,012088222;0,155559557;0,182662091;0,637224491;0,017418693;0,224924875;-0,016813171;0,006209702;-0,00254829;0,121775436;-0,041403742;0,41586374;-0,584225245;0,004985458
Chypre;2005;0,020288991;1,682433941;0,004158138;0,056025279;0,050842908;0,619857771;-0,003388384;0,013665774;-0,033967072;0,845809323;-0,009005608;0,051575118;0,020203575;0,2732439;-0,01457329;0,004030964;0,182945555;1,356277876;0,038708022;1,88285238
Chypre;2010;0,251321361;2,286956956;-0,002184727;0,01141811;0,078082134;0,782102425;0,016255019;0,162562851;0,073095837;0,784191535;-0,006704051;0,036185686;-0,012506634;0,011947334;-0,013923471;0,013344011;-0,049224664;0,39718896;0,193063136;2,385092569
Chypre;2015;0,386633501;2,229075237;-0,002385535;0,008852389;0,022579825;0,395320857;-0,006036816;-0,002310352;-0,218057114;0,410765552;0,009770612;0,220382396;0,011310168;0,127726685;-0,014600916;0,008546664;-0,046494989;0,66604849;0,476867123;2,323891067
Chypre;2019;-0,465028327;1,139640677;-0,0035828;0,004864978;-0,035999348;-0,026521819;0,014517861;0,183799343;0,234146892;0,812498894;0,042645379;0,442685801;-0,013734965;0,013854595;-0,01756556;-0,000491021;-0,040883872;0,235759557;-0,492672134;0,817367177
Colombie;2005;-0,024403057;1,799951483;-0,000333535;0,03606671;0,040930961;0,615671171;0,011922836;0,160098752;0,059642424;0,870288944;-0,007986398;0,024685512;0,009958088;0,234924662;0,036529127;0,456368205;-0,014088064;0,620331401;-0,16685553;1,962806386
Colombie;2010;0,222174616;2,203717125;-0,002923975;0,006842876;-0,015135293;0,135094017;-0,00627022;0,000774632;0,059183157;0,834972996;-0,009569085;0,014089454;-0,007246538;0,075288627;-0,014406678;0,010440735;-0,058255712;0,200758908;0,202652499;2,605205731
Colombie;2015;0,671723188;2,356174002;-0,002204767;0,012436979;0,026523394;0,441712562;-0,006215139;0,005737441;-0,231880101;0,395539269;-0,013849941;0,009137059;0,019345615;0,264553299;-0,015988956;0,005207151;-0,135737581;0,069060633;0,720677712;2,139274209
Colombie;2019;-0,306592588;1,553190114;0,004547895;0,073008763;-0,034556466;-0,023544279;-0,00729589;-0,005049551;0,239036875;0,75559157;0,027780267;0,274419416;-0,014424516;0,00888077;0,036248124;0,418354458;-0,018047424;0,762463942;-0,272441304;1,936887855
Comores;2005;-0,076456979;1,626435049;-5,91202E-05;0,031730627;-0,032673288;-0,014448455;-0,000278516;0,037777818;0,039161092;0,805888291;-0,009608913;0,02138908;-0,012906299;0,007355971;-0,014904693;0,001589765;0,170909188;1,482369639;-0,451081381;0,678254299
Comores;2010;0,09646185;1,8589377;0,000431818;0,027596441;0,071055196;0,671531065;-0,006840152;-0,003999559;-0,083544034;0,507714525;-0,012846609;0,010261774;-0,011560958;0,027801499;0,048252864;0,429923696;-0,021163122;0,349998667;-0,124634946;1,559590509
Comores;2015;-0,29401457;1,641652446;-0,000725971;0,015876464;-0,031832334;-0,012766447;-0,006280646;0,000917803;0,144554362;0,738700084;-0,009267883;0,013939041;-0,014085319;0,007830698;-0,017567234;-0,004913764;0,069370747;0,825794681;-0,545670024;0,309396439
Comores;2019;-0,544613803;0,776788989;0,009422394;0,076358272;-0,035713431;-0,025136442;0,016795553;0,183858454;0,235360069;0,851133207;0,024226053;0,291331723;-0,008499429;0,030774046;0,034464181;0,414742991;0,059096608;1,002129549;-0,632469365;-0,236767229
Corée du Nord;2005;-0,391483172;1,429888786;-0,003352943;0,006272537;0,010866699;0,346700252;0,002843862;0,082239875;0,159103062;0,95954693;-0,008995095;0,009264875;-0,008520028;0,050509893;-0,014171564;0,017404925;0,130606934;1,339815744;-0,379714815;1,076562807
Corée du Nord;2010;-0,573774038;1,123373018;-0,005331418;0,002399325;-0,033854489;-0,011080361;-0,006012886;0,000622771;0,278220038;0,70176985;0,019438396;0,198813696;-0,013363741;0,016547628;-0,017042757;-0,006607866;-0,083646052;0,177106302;-0,641367739;-0,246858671
Corée du Nord;2015;-0,472712805;1,716365377;-0,005269974;-0,00030835;-0,036075592;-0,024762532;-0,00722638;-0,005590927;0,153139489;0,709254317;-0,005775329;0,013891919;-0,015949912;0,005452594;-0,016013478;-0,000901662;-0,104305502;0,236753182;-0,583070999;-0,039688222
Corée du Nord;2019;-0,720161502;0,064184697;0,00307994;0,059590795;-0,035297877;-0,022425135;0,006307139;0,104614123;0,285742008;0,864004555;0,018942515;0,250670265;-0,010527113;0,024668963;0,022418282;0,322239179;-0,065183063;0,33701134;-0,693711993;-0,63750686
Corée du Sud;2005;-0,027140854;1,915168537;-0,002042765;0,004772753;0,050075327;0,633331737;0,026136349;0,257343548;0,070039558;1,007524152;-0,011148261;0,017757588;-0,007005253;0,051328253;0,002923351;0,146591365;0,149836271;1,369877509;-0,051827862;1,954930986
Corée du Sud;2010;-0,110304996;1,9631004;-0,003439246;0,008502986;-0,027740682;0,012286854;-0,005963502;0,003903735;0,036491706;0,760856363;0,021275815;0,268263074;-0,007632273;0,076903256;-0,015455271;0,008037048;-0,101226475;0,157758095;-0,01946335;2,081686887
Corée du Sud;2015;-0,1101642;2,327082995;0,000904446;0,021424553;0,026815821;0,437619085;-0,005467804;0,006321586;0,057527246;0,671010508;-0,015651451;2,67566E-05;-0,010249363;0,023129316;-0,010684872;0,043631774;-0,038178167;0,441617506;-0,094821911;2,488063819
Corée du Sud;2019;-0,515521322;0,89814122;0,005706593;0,073328006;-0,03465574;-0,021886339;0,006949841;0,108177537;0,131498055;0,658245787;0,022115334;0,274300749;-0,015294935;0,0090595;0,020642862;0,308253388;-0,003482792;0,693259231;-0,534766913;0,432069287
Costa Rica;2005;0,728965514;2,229268371;0,003072511;0,025039315;0,108195822;0,887421849;-0,003724232;0,007285447;-0,112611681;0,734914012;-0,016179635;0,001833585;-0,004062197;0,058438786;0,029065269;0,292733495;0,03043196;0,743556958;0,814336781;2,453024218
Costa Rica;2010;0,898176752;2,391587788;0,003480695;0,060714404;0,033195507;0,571027576;-0,004952857;0,013316678;-0,222232017;0,75888196;-0,0124201;0,035734167;0,014415615;0,252297677;0,027901462;0,391079923;-0,12423951;0,157610764;1,018920341;2,771840535
Costa Rica;2015;1,2324273;2,361319947;-0,004412227;0,006015588;0,00294065;0,192409505;-0,006422987;0,002423051;-0,355091717;-0,038805172;-0,018286831;-0,007168431;0,02993046;0,327510014;-0,013725258;0,01218996;-0,143050506;0,096094779;1,508028802;2,783689136
Costa Rica;2019;0,627670446;1,933238077;0,001980994;0,046604648;0,006719418;0,323785648;-0,005333638;0,013110842;-0,228416682;0,228237943;0,032202146;0,422342261;-0,005451679;0,068914997;0,011215422;0,234593022;-0,134802025;0,092144709;0,869065397;2,325043939
Croatie;2005;0,252200281;1,94369351;-0,004310292;0,003446168;-0,019764044;0,039878415;-0,002691772;0,016660212;-0,023865805;0,904102829;-0,011101685;0,019277473;-0,003687303;0,044963618;-0,010396769;0,032550444;-0,003333512;0,578282497;0,466337939;2,275090516
Croatie;2010;1,189923687;2,406954461;-0,004692532;0,00225598;0,026089078;0,507134189;-0,004757266;0,01199654;-0,32601424;0,103203861;-0,016332796;0,004361486;0,004848135;0,076751882;-0,017536068;-0,008501764;-0,160261416;-0,066213122;1,397523031;2,713664092
Croatie;2015;0,416669596;2,239188128;-0,003041893;0,008399125;0,045761585;0,658595403;-0,006472587;-0,000493046;-0,192099782;0,328349884;-0,016260193;0,003398638;0,023170553;0,311528018;-0,017210547;0,003222735;-0,130901147;0,110756162;0,460497034;2,360598734
Croatie;2019;0,413103944;2,024264271;0,003471627;0,054689306;-0,000472754;0,243199268;0,00474793;0,126608191;-0,178967765;0,471333567;0,000254615;0,177743427;-0,0077051;0,019658941;-0,017141477;-0,0004248;-0,129754052;0,203404716;0,643083212;2,414264607
Cuba;2005;0,07429534;1,6275285;-0,003518463;0,011945496;0,022888933;0,373998768;-0,00587366;-0,000864321;0,040130454;0,907747968;-0,011873736;0,004336272;0,012128317;0,205086463;-0,013534756;0,000851925;0,159107674;1,20980422;0,10698409;1,780433013
Cuba;2010;0,544821447;2,286980145;-0,000628932;0,026134919;0,084808496;0,91150272;-0,005876873;0,002298181;-0,165330023;0,3492278;-0,012679346;0,010027854;-0,013274779;0,025638208;0,026121172;0,360067261;-0,082081779;0,184654207;0,635622783;2,589522728
Cuba;2015;0,240388517;2,009138327;-0,000929623;0,01309136;-0,021394856;0,047649441;-0,007544482;-0,005154737;-0,016890185;0,678198181;-0,00062307;0,134998742;-0,015341665;0,004926456;-0,011290099;0,038661254;-0,06785535;0,265500102;0,355119311;2,171423311
Cuba;2019;-0,029418793;1,654404053;-0,000371437;0,033663774;-0,002516253;0,214526779;-0,007435956;-0,004988523;0,015793694;0,870161746;0,042378544;0,458655342;-0,0119323;0,019264905;-0,017648979;-0,003814882;-0,107961166;0,19932502;0,079699852;1,730006821
Danemark;2005;-0,285379471;1,634351947;0,001310765;0,019098953;-0,03020278;-0,010377403;-0,004704568;0,007197782;0,079353481;0,825708723;-0,009854279;0,027209416;-0,005432709;0,021649861;-0,010598858;0,020699526;0,092225715;0,732986514;-0,260856942;1,759060716
Danemark;2010;-0,059615051;2,369128843;0,004744276;0,031781731;0,04257707;0,560803231;-0,006378259;-0,002673552;-0,104434425;0,495087431;-0,013922224;0,003175348;-0,002474927;0,052189623;-0,015759797;-0,005981371;-0,051158557;0,381804081;-0,019242815;2,194311542
Danemark;2015;-0,175607797;2,129073343;-0,002456;0,013531993;0,020451581;0,422447748;-0,006885863;-0,003983373;0,024751409;0,706540665;-0,008179204;0,015625326;0,019555575;0,252074848;-0,017596011;-0,010635545;-0,130137767;0,118965163;-0,161261415;1,795810322
Danemark;2019;-0,569509806;0,8620803;0,004115986;0,056027277;0,009683775;0,388575026;-0,006368834;-0,002848884;0,222410058;0,818627944;0,018455686;0,266177554;-0,011460881;0,034349182;-0,013835176;0,028627752;0,038496791;0,970796331;-0,521725238;0,917712024
Djibouti;2005;-0,092074842;1,455323129;0,003920807;0,038897249;-0,02695843;-0,008917126;-0,002209191;0,017330385;0,044848144;0,832191866;-0,014437447;0,003842249;-0,010133318;0,041435057;-0,01013256;0,017115006;0,150801941;1,080906216;-0,383913729;0,938099422
Djibouti;2010;0,291878645;2,017162561;-0,001477694;0,015973506;-0,005005735;0,120894978;-0,005253889;0,002202742;-0,093857174;0,429778988;-0,011718318;0,016966437;0,023417419;0,235068357;-0,010707794;0,014032136;0,0170522;0,701884109;-0,155735099;1,362086261
Djibouti;2015;-0,35792521;1,967680054;-0,001755921;0,012640486;-0,033447692;-0,006832623;-0,005524114;0,006555793;0,167458801;0,631889907;-0,011885763;0,015190245;-0,00947935;0,053462157;-0,015256569;0,006491655;-0,038821219;0,20447025;-0,476047821;0,271924638
Djibouti;2019;-0,334988513;1,42771322;0,005405424;0,054679274;-0,027044203;0,031277601;-0,00730213;-0,005646369;0,212976894;0,723214102;-0,011693639;0,018236289;-0,018370039;-0,009394995;0,006339674;0,163399262;0,095657517;0,911463699;-0,480316155;0,819699256
Dominique;2005;-0,629742961;0,144853289;-0,001414861;0,012781988;-0,021074668;0,064355127;-0,000962933;0,03463559;-0,010465635;0,430576041;-0,00834423;0,017976442;0,022945824;0,262264592;-0,015172474;-0,000666724;-0,015627062;0,319578936;-0,481266945;0,32226428
Dominique;2010;0,097169366;2,24177903;-0,002382205;0,012135501;-0,014211942;0,097831822;0,001351839;0,045934182;-0,089427477;0,40277945;-0,011416325;0,02492604;0,016396445;0,195577548;-0,00899444;0,047205176;-0,076081848;0,19545276;-0,258826786;1,159612281
Dominique;2015;-0,068843345;2,213518951;0,000646418;0,024073805;-0,027690687;0,000585271;-0,005159266;0,002758116;-0,063747524;0,399180138;-0,014235402;2,0898E-05;-0,013978947;0,004670259;-0,005895059;0,069103939;-0,064792598;0,180344547;-0,343810379;0,457914934
Dominique;2019;-0,432006722;1,689318848;0,003403864;0,051883689;-0,024150843;0,035290737;-0,005657486;0,000108144;-0,055237646;0,34868609;0,01021949;0,163641346;-0,011015591;0,016166012;0,01149204;0,221421568;-0,091311372;0,145902707;-0,361242883;1,239285451
Espagne;2005;-0,124685657;1,447974455;-0,001748902;0,015508555;-0,028456171;-0,003003121;-0,004723624;0,007356214;0,066295352;0,803306461;0,020833783;0,25749923;-0,006600432;0,055852383;-0,011524469;0,023190358;0,138914605;1,062165348;-0,063843837;1,722284584
Espagne;2010;0,254482025;2,009506882;-0,00145168;0,018134598;-0,02559747;0,006771398;-0,005783415;-0,001151736;-0,101774762;0,532711564;0,017135882;0,267795076;-0,010590603;0,026246991;-0,010189471;0,036337285;-0,079236923;0,374893069;0,18798279;2,314627271
Espagne;2015;0,490959559;2,068276083;-0,002205857;0,009647321;0,011699509;0,279261967;-0,00730283;-0,003911595;-0,172612718;0,50759343;-0,015765958;0,007073796;0,010125186;0,107724721;-0,013775975;0,029479271;-0,116506465;0,169836509;0,497128739;2,232828178
Espagne;2019;-0,488450743;1,73299808;-0,000504451;0,037786186;-0,015778089;0,144736748;0,047507977;0,468103274;0,302750929;0,881679216;0,024846115;0,265658989;-0,013591713;0,011396847;-0,014121821;0,018483466;-0,030071964;0,397649441;-0,366850639;2,135201334
Estonie;2005;-0,057080923;1,698080008;0,004727435;0,040045614;0,006824139;0,284998372;-0,005043451;0,004755957;0,022964941;0,843124244;0,026992606;0,331894435;-0,007963903;0,065648336;-0,01277035;0,010319449;0,118904677;1,192627165;-0,021249829;1,750223081
Estonie;2010;0,388428814;2,344257482;-0,003020797;0,010673838;0,049259142;0,639973354;-0,005428434;0,001647371;-0,156733738;0,53110086;0,007902083;0,149974193;-0,000954608;0,077171447;-0,015068344;0,011060141;-0,110432032;0,147833842;0,353674954;2,625457484
Estonie;2015;0,237689019;2,11030357;-0,001529783;0,014582614;0,050944512;0,533070936;-0,004300947;0,011469513;-0,22123591;0,460736671;-0,013106828;0,013973314;0,020935901;0,253133062;-0,015850628;0,000617656;-0,129334625;0,086473174;0,323573418;2,200528274
Estonie;2019;-0,538406089;1,18716154;0,003618854;0,046174611;-0,035431579;-0,02285183;0,009369072;0,1402742;0,15233102;0,695914462;0,011703636;0,17556509;-0,013777412;0,011079382;-0,016517608;0,012267563;0,041890513;0,78340999;-0,501318567;0,834925881
Eswatini;2005;-0,071461892;1,839557298;0,003621158;0,033506667;0,026764605;0,471098471;-0,001637606;0,026050437;0,053687885;0,790700545;-0,01653723;0,003837837;0,022417954;0,242835233;-0,008945623;0,051248658;0,410330771;1,349646762;-0,345454419;1,226203843
Eswatini;2010;0,007960397;1,774705172;0,001428327;0,018835277;-0,023184211;0,033391597;0,043997506;0,306892967;-0,12844393;0,279585601;-0,018664047;-0,01485042;0,001888106;0,044405377;-0,012447999;0,012097067;0,194780109;0,940145367;-0,172652876;1,91139506
Eswatini;2015;0,330327937;1,993298709;0,002175259;0,035790485;0,00585997;0,245107536;0,032711763;0,314714643;-0,326409636;0,12603609;-0,019346998;-0,01403065;0,088223683;0,637168281;0,006503211;0,183571262;-0,069351722;0,663761545;0,258282763;1,858597401
Eswatini;2019;-0,519330708;1,521224353;0,007337412;0,072338149;-0,028790379;0,000409031;0,019918624;0,230403175;-0,040760793;0,592171677;-0,013334851;0,009030426;0,001886148;0,079241387;0,031342618;0,402967124;-0,076930354;0,702686159;-0,343762302;1,863034884
Fidji;2005;0,663925117;2,056629729;-0,003045973;0,01425396;0,022947069;0,334803747;-0,001314724;0,02844363;-0,285537494;0,10339161;-0,007407098;0,065364942;-0,004272564;0,061149675;0,029654726;0,325192846;-0,071834617;0,400580279;0,735117256;2,194381815
Fidji;2010;0,525288328;2,333145879;-0,00239365;0,013670958;0,009990281;0,28268193;-0,004472936;0,009951343;-0,258089554;0,138274127;-0,016772055;0,001388219;0,00405524;0,079351803;-0,01120293;0,015777207;-0,010956831;0,647913423;0,547618629;2,603774039
Fidji;2015;0,926683005;2,279612024;-0,002637787;0,021062791;0,009836133;0,270026266;-0,004915354;0,010145184;-0,364360759;-0,126460247;-0,017619135;-0,005926114;0,08385531;0,641113988;0,00812816;0,180988663;-0,156215244;-0,038437719;1,178142782;2,669536272
Fidji;2019;-0,347818228;1,764702621;0,00279563;0,068507598;-0,000878436;0,238804211;0,050367222;0,392187374;-0,072811525;0,718442164;0,032871625;0,373956525;-0,003586068;0,045765597;0,042079762;0,416501901;-0,033414524;0,813210696;-0,341415901;1,397371444
Finlande;2005;-0,061749986;1,880295473;-0,001305498;0,017694052;0,060736167;0,660326992;-0,005179296;0,004619118;-0,027340906;0,524877715;-0,014568557;0,006003058;-0,011415563;0,028428473;-0,016213098;-0,004713723;0,134897946;1,212430714;-0,138163087;1,909016956
Finlande;2010;0,507548802;2,232456507;0,003287003;0,032400443;0,013207471;0,371164317;-0,004560139;0,00963266;-0,12225612;0,65794698;0,003783653;0,177625843;-0,008410656;0,026530419;-0,012928459;0,023665557;-0,052268638;0,501283482;0,58491833;2,652752285
Finlande;2015;0,309082508;2,221430254;-0,00223667;0,013297521;0,015772717;0,415239295;-0,00667502;-0,003998166;-0,147986297;0,465647648;-0,014954468;0,004957579;-0,008869228;0,03592018;-0,012749725;0,021702875;-0,104502289;0,224838947;0,512767058;2,462402534
Finlande;2019;-0,320975161;1,835281544;0,00725077;0,080554131;0,005406818;0,312594673;-0,006624388;-0,003836946;0,087865216;0,805840777;0,049139684;0,499080341;-0,01286951;0,023950573;-0,001420163;0,116446678;-0,014027291;0,719153466;-0,271016728;2,171837309
France;2005;-0,391019694;1,055663455;0,002488946;0,025645555;-0,022008436;0,025383454;-0,003010223;0,010935005;-0,147464009;0,449165576;-0,005258984;0,03803219;0,004485242;0,044030708;0,017689929;0,272513967;-0,098228085;0,231843791;-0,235643657;1,320388146
France;2010;-0,429857937;1,122031413;0,005068083;0,024890772;-0,028960227;0,001661075;-0,00370104;0,00847396;0,001708582;0,508153745;-0,010344786;0,024603217;-0,007400374;0,027769344;-0,016467641;-0,006805846;0,063904902;0,639310924;-0,410734218;0,831301683
France;2015;-0,209933019;1,093283685;0,011173379;0,070217673;-0,025517976;0,009090782;-0,000645934;0,034474847;-0,182801108;0,446300782;-0,004728074;0,071568169;0,014788557;0,098269418;0,021774819;0,291675643;-0,069864287;0,350489494;-0,043334586;1,455652158
France;2019;-0,597524486;0,622849788;-0,001454275;0,016272047;-0,036755446;-0,028610812;0,031332736;0,323377225;0,081638003;0,643692072;-0,007668125;0,021739023;-0,000249569;0,084705451;-0,012711932;0,022382797;-0,048078494;0,347139145;-0,57226859;-0,03225936
Géorgie;2005;-0,326955782;1,289054016;-0,000897572;0,029837258;-0,028737338;0,007612668;-0,002029299;0,016995018;0,119367691;0,89947645;-0,008096004;0,018565479;-0,006923027;0,050305177;-0,011413688;0,011464414;0,141702716;0,852440423;-0,390126877;0,778281383
Géorgie;2010;-0,101827794;1,952387376;-0,002547212;0,019249389;-0,030347972;-0,003219817;-0,006198414;-0,001036144;0,019293322;0,583025032;-0,010046618;0,025473195;-0,00840406;0,047529948;-0,01127598;0,034505085;-0,038753056;0,313130238;-0,213372381;1,783632624
Géorgie;2015;0,063979173;2,23967526;0,001587562;0,034189055;-0,026117921;0,037910625;-0,005937615;0,003730307;0,054876699;0,875275437;-0,010804326;0,015199522;-0,01505556;0,001213858;-0,007195172;0,065974452;-0,037126722;0,356584115;0,114611781;2,372540537
Géorgie;2019;-0,23476606;1,448345449;0,002158323;0,062597145;0,043351198;0,601286419;-0,006941385;-0,002195806;0,225957174;0,882847209;0,025281159;0,252614512;-0,014755666;0,00548771;0,026401997;0,351929978;-0,00742685;0,813741167;-0,189799113;1,6735654
Gabon;2005;0,006073431;1,640207889;-0,000970035;0,018497133;-0,0264046;0,042364524;-0,005808269;0,003648834;0,019153832;0,751804021;0,009441838;0,196347581;-0,012157097;0,004442008;0,011023982;0,233172313;0,106762917;1,160825378;-0,38000045;0,849984549
Gabon;2010;-0,308008143;1,479592033;0,003975927;0,04091451;-0,028566135;0,005847859;-0,005782654;-0,001869796;0,097215662;0,550201497;-0,011191815;0,013932094;-0,009880042;0,035369969;-0,014663746;0,005715795;0,176649518;1,176734024;-0,639418458;-0,313746841
Gabon;2015;-0,538475847;0,876956219;0,000677753;0,026561523;-0,016625236;0,082215609;-0,005571768;0,002397152;0,091748597;0,580538241;0,015560393;0,222325246;0,018709093;0,232765753;-0,015157781;0,002234274;0,004034033;0,470444844;-0,543927429;0,142308808
Gabon;2019;-0,659583126;0,627397291;0,002803932;0,05088088;-0,035997963;-0,026304454;0,007499165;0,111703894;0,358763891;0,780387256;0,037987579;0,344154015;-0,015650466;0,003571944;0,00503654;0,175233065;-0,047321864;0,456347444;-0,681042521;-0,448778854
Gambie;2005;-0,056692399;1,935787966;-0,002281347;0,007461643;0,013748945;0,295803462;0,010771896;0,119558855;-0,027164823;0,750912024;-0,012107302;0,003135139;-0,017399067;-0,004356637;-0,013040825;0,00542806;0,103972414;1,11861602;-0,116161021;1,399104667
Gambie;2010;0,257989203;1,8271034;-0,003714177;0,00538528;0,041932738;0,499671001;-0,00416565;0,003150313;-0,213783422;0,439168553;-0,011999372;0,01637543;0,018709932;0,13858307;-0,006912176;0,027246318;0,027625387;1,214596491;0,264354836;2,153066651
Gambie;2015;0,339931178;2,327976213;-0,003546906;0,005525574;0,125171394;1,096059101;0,015205804;0,179892783;-0,185863062;0,512811958;-0,011210374;0,021559156;0,065376124;0,512403042;0,04110158;0,473309976;-0,101817691;0,189983513;0,408849811;2,244899352
Gambie;2019;-0,422974804;1,516364808;0,004636105;0,062855511;0,046801783;0,589031757;-0,00720354;-0,004783757;0,266714613;0,834138173;0,028321762;0,28680479;0,01456166;0,233698165;0,036765471;0,414657884;0,024427763;0,865649151;-0,477952634;0,955050729
Ghana;2005;-0,312561382;1,014848389;-0,000999141;0,017928403;-0,030320095;-0,011078444;0,000674733;0,025689586;0,116398365;0,884103251;-0,013230029;0,006929666;-0,009842674;0,019343221;-0,006488322;0,031093587;0,138071571;0,993785078;-0,384609949;0,917128587
Ghana;2010;-0,218856869;1,906768608;-0,000418118;0,012999236;-0,033538979;-0,02553103;-0,002282935;0,019199549;0,086183156;0,844044083;-0,012150761;0,017085073;-0,004645461;0,059884897;-0,013201429;0,014639349;0,112048971;0,914977755;-0,461597899;0,600319936
Ghana;2015;-0,416551882;1,765219832;0,001084342;0,01548554;-0,012674769;0,118919109;-0,006083296;-0,001152953;-0,018806249;0,451809301;-0,016309596;0,005138667;0,02748752;0,266855963;-0,016076764;-0,003480307;0,018276635;0,40868759;-0,513945976;0,119770764
Ghana;2019;-0,347719626;1,535508812;0,006818526;0,071011477;-0,035370163;-0,026797714;0,015611485;0,190132971;0,069600269;0,617122493;0,013715371;0,242329134;-0,011588723;0,013250501;0,027254528;0,367197186;0,05882616;1,012400998;-0,474043954;1,043686838
Grèce;2005;-0,045962997;1,888138695;-0,004093165;0,004324484;0,021617576;0,349302004;-0,00338592;0,009910856;-0,03846886;0,633230879;-0,005578092;0,031725921;-0,012900859;0,011334916;-0,007073167;0,040083713;0,015975299;0,45627263;0,10484096;2,071160614
Grèce;2010;-0,081109987;2,011487863;-0,002547855;0,019173872;-0,03040894;5,847E-05;-0,006432589;0,002369348;0,048046903;0,629683773;-0,009667544;0,017274338;-0,010360984;0,041664137;0,026624369;0,364590279;-0,018425273;0,307808251;-0,041850125;2,244074743
Grèce;2015;0,360459495;2,161077232;-0,00354435;0,006712346;0,040039584;0,562610189;-0,006894642;-4,85828E-05;-0,060819481;0,621009187;-0,015046261;0,004376738;0,023592213;0,267387738;-0,018767132;-0,011040931;-0,016502873;0,513589099;0,43601552;2,408721996
Grèce;2019;-0,533830544;1,493152398;0,000374392;0,03883599;-0,035428432;-0,024382946;-0,006928626;0,001900708;0,213968713;0,741130334;0,051693066;0,462768901;-0,011561496;0,027633603;-0,00225995;0,123737091;-0,069288594;0,270160142;-0,339785948;1,93610244
Grenade;2005;0,42018479;1,718420036;-0,003414752;0,012519519;-0,016291155;0,058395875;-0,003983079;0,010272529;-0,292629864;0,022606423;-0,013339674;0,016218542;0,000967254;0,1159238;0,00890852;0,07883247;-0,028216628;0,712679173;0,544918635;1,799389391
Grenade;2010;0,576955356;2,218857918;-0,001510099;0,023830408;0,019991369;0,396036174;-0,003235731;0,021650313;-0,270032429;0,018772161;-0,013531902;0,004143346;-0,011525344;0,01210323;0,035565133;0,317925848;-0,095648062;0,11034728;0,686826221;2,44875718
Grenade;2015;0,553272907;2,205700303;-0,003717016;0,005838167;0,001424819;0,194640346;-0,003751677;0,020170074;-0,292952123;0,052103514;-0,015835255;0,003702114;0,044918049;0,457206472;0,009744703;0,111687799;-0,14150837;0,030907241;0,685614453;2,11846745
Grenade;2019;-0,05651002;1,750680317;-0,001839786;0,015660949;-0,025566202;0,002368899;0,013398443;0,168529608;-0,192591175;0,255979903;-0,009427488;0,018313301;-0,007159094;0,024453995;-0,003777266;0,060212919;-0,148343949;-0,050385926;-0,046292294;1,636658726
Guatemala;2005;0,357867652;2,137820781;-0,000765162;0,024435232;-0,02307884;0,008581929;-0,004887677;0,001759198;-0,167127384;0,498297537;-0,016133305;0,000457605;-0,010030832;0,025651826;0,023332968;0,310129198;-0,068491699;0,387777297;0,545350164;2,448799706
Guatemala;2010;0,202320656;2,053363973;-0,000716654;0,025932096;-0,031773465;-0,0156189;-0,005918251;-0,001334091;-0,024009341;0,575130637;0,028098923;0,315524451;-0,016157375;0,000358274;0,030581822;0,385193265;-0,075753623;0,254738009;0,296437398;2,34497857
