Pays;Annee;actu_moyenne;actu_top3;consulat_moyenne;consulat_top3;guides_moyenne;guides_top3;loisirs_moyenne;loisirs_top3;politique_moyenne;politique_top3;religion_moyenne;religion_top3;reservations_moyenne;reservations_top3;sante_moyenne;sante_top3;stats_moyenne;stats_top3;tourisme_moyenne;tourisme_top3
Guatemala;2015;0,480598556;2,336427815;-0,002334441;0,008345334;0,003153269;0,184628658;-0,005477035;0,000692609;-0,145057503;0,570260298;-0,012325712;0,01193814;-0,008821903;0,020991665;-0,012148687;0,017646785;-0,014006758;0,86504217;0,606741192;2,722972016
Guatemala;2019;0,198004074;2,368223505;0,004037466;0,068051178;0,011619302;0,318921761;0,01636232;0,184010832;-0,035484041;0,773319283;0,062822794;0,598307993;-0,004871295;0,066829877;0,036958525;0,436748197;-0,114520233;0,11396236;0,205397184;2,188621519
Guinée;2005;-0,065264546;1,701358566;0,006195764;0,03006637;0,048681829;0,559578802;-0,006434397;-0,000481947;0,167968641;0,816697311;-0,013715776;0,019272968;0,013199203;0,198219055;0,052253715;0,492695837;0,240133314;1,24489949;-0,362584871;1,152158135
Guinée;2010;-0,603274816;0,639934468;0,003223535;0,031287796;-0,032330676;-0,015158211;0,009748151;0,129387315;0,368709332;0,897296081;-0,002802607;0,030995213;-0,013191116;0,021592804;-0,016763299;0,002491627;0,074109237;0,682705316;-0,662298549;-0,320885167
Guinée;2015;-0,120173764;1,753355945;0,003153606;0,047412103;-0,019493727;0,075436561;-0,005170371;0,009320529;0,259218333;0,895368517;-0,004410069;0,052937528;0,018326792;0,228683651;-0,016073924;0,004710875;0,028189911;0,494582445;-0,487411754;0,240468491
Guinée;2019;-0,405040556;1,883993759;0,004356876;0,067742855;-0,035079726;-0,02226914;-0,006824153;-0,002259128;0,380818895;0,932474181;0,028634347;0,275504359;-0,015260715;0,00653379;0,032742575;0,38283886;-0,041019002;0,581730745;-0,596833119;0,040003297
Guinée équatoriale;2005;-0,138493882;1,376975381;0,003780321;0,028692516;-0,033108398;-0,025278387;-0,005265779;0,001044913;0,011708722;0,781905853;-0,014673675;0,004002987;-0,012114234;0,019884834;0,03853667;0,343739979;0,321913761;1,402124059;-0,366825389;0,722150849
Guinée équatoriale;2010;-0,258237044;0,808319985;0,004131483;0,052293524;-0,015926955;0,069360575;-0,000151895;0,032908955;-0,019125834;0,743308608;-0,013081208;0,024541652;0,01739878;0,234024976;0,028968518;0,383959261;0,18551053;1,003287209;-0,34362225;0,705550493
Guinée équatoriale;2015;0,371571463;2,171588201;-0,001357244;0,01710305;-0,014678456;0,109293896;0,008268264;0,0995503;-0,147492452;0,386646552;-0,017768706;-0,006852286;0,025689979;0,278112245;0,05030368;0,466334367;-0,046058257;0,579145746;-0,000460126;2,149395287
Guinée équatoriale;2019;-0,531192612;0,412679894;0,012097512;0,091259573;-0,022278227;0,08387736;-0,006717182;-0,002602437;0,128447816;0,767971552;-0,004070074;0,068142181;0,019716319;0,266546731;0,039402811;0,462422413;0,106277317;0,887702014;-0,619332084;-0,160556219
Guinée-Bissau;2005;-0,125754803;1,694049424;0,004909933;0,036758601;-0,03191782;-0,016804451;-0,003819075;0,01292911;0,017986936;0,73617475;-0,012669594;0,006982561;-0,002992071;0,067313537;0,03655899;0,429201426;0,127653393;0,988242119;-0,382275938;0,592482545
Guinée-Bissau;2010;0,080024326;1,830567429;-0,000326315;0,029334968;0,051275655;0,567372548;-0,00512666;0,001601097;0,014030716;0,814549497;-0,009505845;0,034323987;0,022706354;0,24137504;-0,014249201;0,00061729;-0,008476211;0,390115824;-0,229969469;1,554923157
Guinée-Bissau;2015;0,368800758;2,106298465;-9,07472E-05;0,021244152;-0,016635834;0,093077268;0,034108733;0,306075879;-0,111659263;0,692265014;-0,015714198;0,004776707;0,029477058;0,302179375;0,017127309;0,247392981;-0,008362337;0,517932744;0,165950252;1,851197666
Guinée-Bissau;2019;-0,561012036;0,606992074;0,007600737;0,053112287;-0,035186908;-0,023889231;-0,006489541;-0,00359289;0,298585503;0,844370914;-0,01054095;0,009016982;-0,009788327;0,026569778;-0,008580028;0,061563062;0,169791188;1,020615268;-0,657023074;-0,365298294
Guyana;2005;0,000204904;2,146855919;0,001804091;0,040471326;0,009176178;0,336587851;0,000366141;0,031480737;-0,138005983;0,520745659;-0,005151891;0,078159356;-0,007377682;0,040210244;0,063780153;0,632736393;-0,003632164;0,721459034;0,007303383;2,259899794
Guyana;2010;0,128451532;1,817890101;0,001765639;0,035827487;-0,021232262;0,044545609;0,021652126;0,214082551;-0,211426498;0,272384028;-0,015846434;-0,002806049;-0,003769102;0,036294767;-0,007612434;0,03641401;0,079864353;0,736302549;0,008908395;1,714198606
Guyana;2015;0,04457422;1,578916094;0,004261469;0,046341389;-0,006839139;0,154173618;0,031803059;0,305107463;-0,139226807;0,522706359;-0,015013373;0,009694375;0,0643989;0,471196297;0,057027702;0,569035519;-0,053886385;0,341756497;0,108563025;1,672882189
Guyana;2019;-0,387248649;1,649955822;0,012038476;0,084666449;0,057125629;0,710623371;0,012509568;0,144374702;0,032071437;0,386436513;-0,015174467;0,006678095;-0,00840348;0,029713065;0,063363687;0,609004412;0,094935432;1,046610835;-0,497772983;0,7204951
Haïti;2005;-0,329299042;1,62060648;-0,001759749;0,016343934;0,029900768;0,510244388;-0,002314944;0,015873025;0,174833781;0,709699404;-0,005814705;0,022226805;-0,013931426;0,024558246;-0,015616248;-0,004572193;0,1130425;0,747583903;-0,557221128;0,355040827
Haïti;2010;-0,427337002;1,386971651;-0,002223096;0,009737562;-0,034281015;-0,022240644;-0,006940587;-0,000592944;0,154810789;0,633805746;-0,005449988;0,029172335;-0,016161929;-0,00188855;-0,016230842;0,002771033;-0,035824017;0,235085577;-0,544858903;0,432890457
Haïti;2015;-0,265919038;2,109734483;0,000531591;0,018168082;-0,029634353;0,001963924;-0,004329347;0,011238777;0,08232383;0,484688168;-0,012868891;0,006630263;-0,015746856;0,000801075;-0,015354004;0,000117582;0,067014224;0,655030484;-0,534704254;0,150704817
Haïti;2019;-0,661066884;0,829889238;0,00100346;0,038688952;-0,034073154;-0,01516755;0,008086015;0,130888509;0,304522433;0,822595426;0,026317594;0,242430005;-0,014589365;0,011530126;-0,018212142;-0,00726729;-0,056803154;0,654928103;-0,602894456;0,232446894
Honduras;2005;0,328636397;2,048925108;-0,001208336;0,016356204;-0,02893574;0,000410348;-0,001870457;0,030201224;-0,100743803;0,805658307;0,02655066;0,286393168;-0,005620384;0,036747028;0,046179912;0,48652171;0,088055915;1,39673692;0,353280573;2,342441048
Honduras;2010;0,162439657;2,392810688;-0,000552641;0,020457669;0,070370572;0,843705046;0,069623509;0,645937443;-0,090747773;0,641986147;-0,008604589;0,020853149;-0,006553071;0,068043854;-0,002055889;0,097469274;-0,036324398;0,611491;0,21583162;2,462218802
Honduras;2015;0,235367266;2,323624379;-0,002035628;0,020614729;0,056845661;0,810934276;-0,006383454;-0,002680983;-0,068374837;0,506833927;-0,013407139;0,018654912;0,018192158;0,297255565;-0,005307823;0,112676512;-0,133716042;0,196271208;0,396256981;2,679003438
Honduras;2019;-0,125143731;2,065292331;0,002921581;0,063461451;-0,018165802;0,10446254;-0,006900463;-0,002702718;0,172104261;0,988409921;0,023353151;0,267199786;0,007364189;0,198858673;0,013664989;0,250814937;0,001376983;0,945408099;-0,121439037;2,484488679
Hongrie;2005;-0,076639708;1,856777258;4,72582E-05;0,018618826;0,014966174;0,338678105;0,019379182;0,208896267;-0,051058559;0,884399231;-0,010348078;0,031538552;0,013415214;0,213621796;-0,01362574;0,003431208;0,080507598;1,054840493;-0,099331095;1,84960635
Hongrie;2010;0,249181904;2,350641434;-0,00379872;0,009029309;0,091249733;1,018558594;-0,00665191;-0,002652542;0,006861166;0,6541047;0,017085944;0,25488205;-0,011762333;0,029913239;-0,017425196;-0,003115459;-0,03972409;0,426274595;0,313118825;2,553624145
Hongrie;2015;-0,205872583;2,069093437;-0,003079582;0,012179733;0,053153154;0,471244143;-0,006520674;-0,000452314;-0,030767975;0,496035873;-0,012096449;0,014979842;0,059278724;0,473695632;-0,017009947;8,21024E-05;-0,102760838;0,125690531;-0,105720072;1,987324086
Hongrie;2019;-0,624329198;0,384297903;0,0058441;0,081065073;-0,035533031;-0,024833758;-0,007237501;-0,003715454;0,303919984;0,879325057;0,051943279;0,533075941;-0,014206723;0,010471115;0,033174998;0,467269141;0,033471071;0,924919646;-0,676853101;-0,460734829
Ile Maurice;2005;0,727285331;2,055961048;-0,003761706;0,008676628;0,047405139;0,591600507;-0,003583556;0,011756938;-0,261787459;0,391406954;-0,010784359;0,016531828;-0,006126388;0,037881073;-0,013344983;0,014908024;-0,066228164;0,572555196;0,872924298;2,212737187
Ile Maurice;2010;1,023992954;2,366478782;-0,003464936;0,012289192;0,017807539;0,371617653;-0,006832506;-0,000130757;-0,278756367;0,269150716;-0,014558021;0,010664935;0,011421508;0,180244518;-0,018231128;-0,00881402;-0,135726021;0,026099021;1,105273383;2,62335265
Ile Maurice;2015;1,25295401;2,296922342;-0,002705467;0,01081989;0,042535585;0,602754107;-0,006747537;-0,000839904;-0,353550051;-0,061116701;-0,01783759;-0,010607317;0,030168228;0,362253424;-0,018415934;-0,008762474;-0,164873044;-0,096943074;1,466329623;2,66563257
Ile Maurice;2019;0,366496088;1,896338558;-0,005081377;0,000592567;-0,029287612;0,009274947;-0,006484813;-0,00146424;-0,069099517;0,68689803;0,053342276;0,529194133;-0,012603016;0,034048839;-0,017580397;-0,005387295;-0,094338864;0,186758896;0,552211479;2,162619987
Inde;2005;-0,364744599;1,358031851;-0,003235728;0,007445426;-0,030153602;-0,001487091;-0,004873019;0,00328189;0,131917998;0,770894199;-0,009840133;0,014394049;-0,016946208;0,00276889;-0,012509293;0,006687697;0,128339151;1,098586196;-0,399049278;1,386563758
Inde;2010;-0,309217801;2,002095484;-0,002973715;0,004960479;-0,031926931;-0,004787104;-0,007344993;-0,002938916;0,118253203;0,858533967;-0,009374436;0,021257896;-0,013934139;0,013352967;-0,016348256;-0,001959944;0,021927027;0,445042728;-0,475484273;0,847055253
Inde;2015;0,031675491;2,10635632;-0,001280934;0,017100845;0,014673342;0,39437463;-0,007371256;-0,00423486;0,039493778;0,555879956;-0,010751703;0,032395961;0,010483691;0,229012311;-0,014201576;0,033216146;-0,009780042;0,460300247;-0,095165304;2,271634967
Inde;2019;-0,638666832;0,668658493;0,002256893;0,045034157;-0,025650478;0,058359795;0,011786213;0,148741008;0,23444024;0,811591035;0,041107067;0,386144408;-0,015971124;0,003645105;-0,002423733;0,113537544;-0,049674534;0,431539028;-0,617553903;-0,064473753
Indonésie;2005;0,352942213;2,127788614;-0,000961807;0,02257215;0,002237138;0,244094876;-0,004974627;0,003100976;-0,070352818;0,81403675;-0,014510014;0,007694891;-0,010799692;0,024107797;-0,014015053;0,008975981;0,126598429;1,452827212;0,381424749;2,296110194
Indonésie;2010;0,773056382;2,116198658;-0,000718425;0,021727225;-0,006627734;0,150125;-0,005679399;0,005555206;-0,135000574;0,831506898;-0,00724768;0,029011735;-0,011598066;0,02610601;-0,013526217;0,017586551;-0,066370656;0,493713575;0,79269654;2,471028046
Indonésie;2015;0,335376725;2,283817468;-0,002361534;0,014803699;-0,023871336;0,050316888;-0,007131669;-0,003914367;-0,08945993;0,506079373;-0,013033993;0,011486787;-0,015501728;0,006900563;-0,013211173;0,021952352;-0,081659861;0,27248951;0,388824436;2,566870159
Indonésie;2019;-0,353745089;1,499115635;0,000509496;0,043344592;-0,025411728;0,066276779;-0,007725251;-0,005327294;0,164965111;0,744148347;0,02217478;0,240077245;-0,017286111;0,012114121;-0,001255113;0,146554369;0,005916117;0,66661352;-0,361151546;1,815891475
Irak;2005;-0,40459023;1,375079506;-0,004068515;0,007086986;-0,03176187;-0,022253457;0,02455722;0,242398025;0,324984523;0,926052174;0,041385857;0,360144299;-0,013782417;0,013666988;0,002849729;0,153607278;0,169025448;1,012010904;-0,648031952;-0,30728171
Irak;2010;-0,388363494;1,632421998;-0,001763428;0,016821992;-0,033511843;-0,015243514;0,008418188;0,098645041;0,301420379;0,892297057;0,03842952;0,30934333;-0,012451078;0,020561521;-0,019988444;-0,0163977;0,009429579;0,496669485;-0,618986099;-0,087952146
Irak;2015;-0,331965873;1,680257326;-0,004273243;0,00240744;-0,032630102;-0,011728459;0,009042754;0,126991344;0,280087471;0,838853997;-0,00327428;0,02082519;-0,015843825;0,003562379;0,039274891;0,461918929;0,014468354;0,630032914;-0,620712793;-0,063089014
Irak;2019;-0,628290244;0,664507191;-0,000363121;0,041951391;-0,037239404;-0,029217803;-0,00738952;-0,005609953;0,453790229;0,910709428;0,044566266;0,286742255;-0,017349186;-0,00221523;-0,019663535;-0,015402916;-0,029057093;0,540378324;-0,683275337;-0,425184635
Iran;2005;-0,361661757;1,084341583;-0,003011387;0,012631382;-0,027728101;0,005323056;0,025904038;0,242610202;0,225301801;0,78672139;-0,002969649;0,025289259;-0,015879399;0,004855262;0,005707809;0,160684743;0,171877574;1,138809789;-0,493169097;0,451365175
Iran;2010;-0,45499455;1,606317166;-0,004415858;-0,000320303;-0,030955693;-0,012106242;-0,007549313;-0,004692423;0,284157625;0,854289701;-0,005880684;0,023967599;-0,012046829;0,038279873;-0,017436111;-0,003605012;-0,01077373;0,306047757;-0,504195504;0,458583863
Iran;2015;-0,346610006;1,722820769;-0,000930141;0,022148925;-0,029884313;-0,001401027;0,008910334;0,127637654;0,223516563;0,710112472;-0,004060134;0,020237636;-0,016519771;0,001097298;-0,018421027;-0,006460994;-0,010647018;0,535225826;-0,440259796;1,018223939
Iran;2019;-0,7025725;0,217796376;0,002767019;0,066429665;-0,035638944;-0,024728076;-0,007369434;-0,00460564;0,393032983;0,866938624;0,027303987;0,232891912;-0,017418313;0,001035266;0,030297824;0,41327829;-0,043472075;0,628445862;-0,687863596;-0,484366972
Irlande;2005;0,031844971;1,896990356;-0,00125325;0,014941072;-0,022893005;0,026609058;-0,004961012;0,008227328;0,053655661;0,833840898;-0,012257415;0,015669994;-0,006022961;0,04618803;-0,012475381;0,020394554;0,097419663;1,081072778;0,044488966;2,075782479
Irlande;2010;0,407234163;2,021990085;-0,002096738;0,013038721;-0,029558624;-0,005748508;-0,005976132;0,0012334;-0,112385563;0,550067126;-0,014531413;0,00099559;-0,010701093;0,024654725;-0,014059966;0,016363253;-0,077720795;0,42661225;0,58442106;2,236893724
Irlande;2015;0,633203375;1,916566493;-0,001590901;0,012481075;-0,003168246;0,192834434;-0,006115619;0,002440705;-0,203713639;0,535563075;-0,014838117;0,006084291;0,002691933;0,051118647;-0,015166025;0,001888582;-0,098901702;0,273589974;0,921004773;2,321891599
Irlande;2019;-0,263029206;1,971982718;-0,002415379;0,028641614;-0,021274743;0,089680387;-0,006446466;0,006397966;0,122101652;0,741274211;0,009039225;0,174415776;-0,013104868;0,022103447;-0,017557189;-0,001242412;-0,029863543;0,715549081;-0,152427462;2,409233397
Islande;2005;0,261512341;1,889474388;-0,002878578;0,010632334;0,021739573;0,345902399;-0,004327673;0,01311923;-0,145447266;0,665488333;-0,013075668;0,011985848;-0,015236039;0,005205808;-0,004774939;0,055176028;-0,04460893;0,352697531;0,372174341;2,095449829
Islande;2010;0,333644082;2,145222582;-0,002259516;0,015624426;0,04287387;0,533533846;-0,006040734;0,003228541;-0,188139996;0,299739613;-0,015151953;0,00043661;-0,012277171;0,014918639;-0,008519205;0,024593765;-0,146341235;-0,00592692;0,439404988;2,199399428
Islande;2015;0,845964666;2,144490227;-0,005380004;0,00071587;-0,012979487;0,120323449;-0,006573064;-0,000230621;-0,291754449;0,165822363;-0,015197143;0,004087876;0,025909127;0,280496382;-0,013915802;0,023715496;-0,153932385;-0,067238958;0,850954585;2,346795214
Islande;2019;-0,082265443;2,091429833;4,06484E-05;0,048990002;-0,03306786;-0,020092263;0,028810592;0,335057692;-0,122334925;0,277396179;0,019655598;0,286046485;-0,013908885;0,01776239;-3,11182E-05;0,151211354;-0,11954966;0,095316565;0,024939109;2,346953334
Israël;2005;-0,706807056;0,000455021;-0,004363387;0,00233664;-0,029426135;0,005915552;-0,006386867;-0,003683669;0,384824087;0,895709978;0,030809105;0,215269258;-0,01637222;0,001987629;-0,015666806;0,005495765;0,102725901;0,726669663;-0,617237495;-0,117580027
Israël;2010;-0,165641762;2,067334268;-0,003025095;0,016611492;0,019764253;0,431030784;-0,007580806;-0,004015017;0,194659076;0,826709428;-0,003900615;0,025843898;-0,007035961;0,084907492;0,023137753;0,35871351;-0,023014421;0,21830544;-0,201269794;2,166996876
Israël;2015;-0,199810097;1,915861207;-0,004272725;0,007823876;0,03504561;0,512640543;-0,006238721;0,003573842;0,17078857;0,846596356;0,030997535;0,275561527;0,04452688;0,467684978;-0,011234852;0,037360821;-0,116518796;0,031287266;-0,231073971;2,020977451
Israël;2019;-0,633619676;0,4896985;-0,005238322;0,002731748;-0,031861843;-0,007047166;0,015333157;0,167621161;0,297262254;0,839693067;0,032334248;0,271406421;-0,01394904;0,016695503;-0,017661881;-0,005700582;-0,119489447;0,125393902;-0,581382042;0,261477335
Italie;2005;-0,27003497;1,29675425;-0,003634636;0,007659729;-0,027012878;0,000241411;-0,005839334;0,001152595;0,110733367;0,738832159;-0,004141328;0,025104104;-0,017247022;0,005153632;-0,014619168;0,007142;0,12476998;1,010809561;-0,2094256;1,234437682
Italie;2010;-0,159259261;1,488578208;-0,000691151;0,021942979;-0,021709744;0,010426784;-0,002637067;0,019354056;-0,045761401;0,533320731;-0,010726053;0,012602927;-0,010027964;0,025877312;-0,011237158;0,016440963;-0,038029504;0,276278916;-0,12783508;1,621661953
Italie;2015;0,47237966;2,169219589;-0,002802835;0,00993083;0,012163841;0,312343277;-0,00600458;0,002741406;-0,183786843;0,410809598;-0,011505637;0,009343389;-0,013524449;0,013759243;0,012867232;0,231534623;-0,113506715;0,200998471;0,540280177;2,518906617
Italie;2019;-0,29190769;1,925799101;0,003559065;0,066441493;-0,027806331;0,025353457;0,007387185;0,132384777;0,122218789;0,850233191;0,015996979;0,225676383;-0,012749084;0,009602794;0,009592272;0,233895429;0,033853893;0,883611665;-0,2096713;2,368211597
Jamaïque;2005;0,370736918;2,130220726;-0,003139866;0,019205959;0,009789767;0,295091719;-0,005736701;-0,001042782;-0,174542397;0,454887652;-0,010583373;0,028544795;-0,008243624;0,041527364;0,03390069;0,360318726;0,01929414;1,163068719;0,422333331;2,328416726
Jamaïque;2010;0,452608722;2,344437158;-0,001778319;0,016316211;0,024873501;0,527423962;-0,005155299;0,014305116;-0,092899787;0,527700827;-0,008803683;0,042828254;7,92009E-05;0,090076289;-0,013015095;0,020584494;-0,119253821;0,174590888;0,391606169;2,658943444
Jamaïque;2015;0,715628556;2,249021266;-0,003448596;0,006810914;0,013205957;0,147192575;-0,005936458;0,005201224;-0,283887012;0,246379742;-0,017358023;-0,004765412;0,082603785;0,50556945;-0,011666282;0,036767536;-0,160777176;-0,080370404;0,961639473;2,647043809
Jamaïque;2019;0,32567741;2,006213166;0,007523046;0,084852379;0,028749691;0,452930517;0,004195045;0,097891864;-0,245273342;0,054550146;-0,018028045;-0,008601773;0,004807868;0,079433454;0,045148651;0,5180271;-0,093369656;0,503089742;0,456819264;2,116381322
Japon;2005;-0,356615595;1,425469663;-0,003485332;0,009614965;-0,033188853;-0,016379546;-0,004843481;0,006753638;0,211825826;0,887294142;0,037862485;0,390944764;-0,01384126;0,01412608;-0,010591022;0,03323026;0,034166275;0,504671969;-0,219880335;1,76109447
Japon;2010;0,253477907;2,270246303;0,001853889;0,020418494;0,020961799;0,429280853;-0,006841705;-0,002418306;-0,116035478;0,542793066;0,013184579;0,244154696;-0,011269744;0,010512049;-0,016935904;-0,000500909;-0,067512694;0,317302659;0,341331839;2,513458561
