,Pays,Annee,Type_contenu,Prox_moyenne,Moyenne,Ecart_type,prox_harmonisee
4993,Honduras,2010,stats,-0.03632439792112249,-0.029483457825927678,0.07385699853762197,-0.04631206406059212
4994,Hongrie,2010,stats,-0.03972408999395527,-0.029483457825927678,0.07385699853762197,-0.06932743254392555
4995,Ile Maurice,2010,stats,-0.13572602118472765,-0.029483457825927678,0.07385699853762197,-0.719245064532924
4996,Inde,2010,stats,0.02192702732090993,-0.029483457825927678,0.07385699853762197,0.3480407149273041
4997,Indonésie,2010,stats,-0.06637065578354391,-0.029483457825927678,0.07385699853762197,-0.24972039676664012
4998,Irak,2010,stats,0.009429578937532634,-0.029483457825927678,0.07385699853762197,0.26343499962050604
4999,Iran,2010,stats,-0.01077373033708831,-0.029483457825927678,0.07385699853762197,0.12666184558873478
5000,Irlande,2010,stats,-0.0777207951992497,-0.029483457825927678,0.07385699853762197,-0.32655901491007944
5001,Islande,2010,stats,-0.14634123470368696,-0.029483457825927678,0.07385699853762197,-0.791108352570225
5002,Israël,2010,stats,-0.023014421087065376,-0.029483457825927678,0.07385699853762197,0.04379433815989045
5003,Italie,2010,stats,-0.03802950385261167,-0.029483457825927678,0.07385699853762197,-0.05785535694583314
5004,Jamaïque,2010,stats,-0.11925382103577754,-0.029483457825927678,0.07385699853762197,-0.6077309191228628
5005,Japon,2010,stats,-0.06751269403716992,-0.029483457825927678,0.07385699853762197,-0.25745181204371953
5006,Jordanie,2010,stats,-0.08340895189461178,-0.029483457825927678,0.07385699853762197,-0.36506692078215874
5007,Kazakhstan,2010,stats,-0.008174694779686024,-0.029483457825927678,0.07385699853762197,0.14425689825038854
5008,Kenya,2010,stats,-0.08594771574882559,-0.029483457825927678,0.07385699853762197,-0.3822539437080944
5009,Kirghizistan,2010,stats,0.031154740569287354,-0.029483457825927678,0.07385699853762197,0.41051084931596954
5010,Kiribati,2010,stats,0.06672706412487911,-0.029483457825927678,0.07385699853762197,0.6513297578820386
5011,Koweït,2010,stats,-0.015322395010827815,-0.029483457825927678,0.07385699853762197,0.0958681174126401
5012,Laos,2010,stats,-0.09019482547152159,-0.029483457825927678,0.07385699853762197,-0.4110061933715611
5013,Lesotho,2010,stats,0.0786745219241305,-0.029483457825927678,0.07385699853762197,0.7322121254017901
5014,Lettonie,2010,stats,-0.050461459701193506,-0.029483457825927678,0.07385699853762197,-0.14201769832671887
5015,Liban,2010,stats,0.07788812258920079,-0.029483457825927678,0.07385699853762197,0.7268883283987944
5016,Liberia,2010,stats,-0.0011644314206728159,-0.029483457825927678,0.07385699853762197,0.19171525357092226
5017,Libye,2010,stats,-0.014262784630284759,-0.029483457825927678,0.07385699853762197,0.10304150924769621
5018,Liechtenstein,2010,stats,0.06178966039687648,-0.029483457825927678,0.07385699853762197,0.6179043288383199
5019,Lituanie,2010,stats,0.01590001046490754,-0.029483457825927678,0.07385699853762197,0.3072387802742712
5020,Luxembourg,2010,stats,-0.0165741998707445,-0.029483457825927678,0.07385699853762197,0.08739359986723087
5021,Macédoine,2010,stats,-0.03824874237879625,-0.029483457825927678,0.07385699853762197,-0.0593395665029877
5022,Madagascar,2010,stats,-0.0383742543005432,-0.029483457825927678,0.07385699853762197,-0.060189262024279544
5023,Malaisie,2010,stats,-0.11721151679816297,-0.029483457825927678,0.07385699853762197,-0.5939048479444202
5024,Malawi,2010,stats,-0.006596181363213729,-0.029483457825927678,0.07385699853762197,0.15494318017171665
5025,Maldives,2010,stats,-0.16462965952049344,-0.029483457825927678,0.07385699853762197,-0.9149180468369813
5026,Mali,2010,stats,0.006636436662516476,-0.029483457825927678,0.07385699853762197,0.2445258757032014
5027,Malte,2010,stats,-0.07471284655672052,-0.029483457825927678,0.07385699853762197,-0.3061956864369019
5028,Maroc,2010,stats,-0.005849564135699815,-0.029483457825927678,0.07385699853762197,0.159997658706568
5029,Mauritanie,2010,stats,0.09756517172639066,-0.029483457825927678,0.07385699853762197,0.8600987859505359
5030,Mexique,2010,stats,-0.08835236628703018,-0.029483457825927678,0.07385699853762197,-0.3985330410571403
5031,Micronésie,2010,stats,0.030450473200325647,-0.029483457825927678,0.07385699853762197,0.4057430725114264
5032,Moldavie,2010,stats,0.015300874297778728,-0.029483457825927678,0.07385699853762197,0.30318272479549613
5033,Monaco,2010,stats,-0.0862388575048747,-0.029483457825927678,0.07385699853762197,-0.38422492656560114
5034,Mongolie,2010,stats,-0.0855813654859593,-0.029483457825927678,0.07385699853762197,-0.3797738113569287
5035,Monténégro,2010,stats,-0.14110780394229594,-0.029483457825927678,0.07385699853762197,-0.755678868127223
5036,Mozambique,2010,stats,-0.05609209638340351,-0.029483457825927678,0.07385699853762197,-0.1801362029620096
5037,Namibie,2010,stats,-0.12330270699514218,-0.029483457825927678,0.07385699853762197,-0.6351412257934093
5038,Nauru,2010,stats,0.08725322730988176,-0.029483457825927678,0.07385699853762197,0.7902885809551617
5039,Nicaragua,2010,stats,-0.10051882675289628,-0.029483457825927678,0.07385699853762197,-0.4808980214026971
5040,Niger,2010,stats,-0.04404558754972361,-0.029483457825927678,0.07385699853762197,-0.0985832758718061
5041,Nigeria,2010,stats,-0.021999585540026775,-0.029483457825927678,0.07385699853762197,0.05066461157427551
5042,Niue,2010,stats,0.10161517301282982,-0.029483457825927678,0.07385699853762197,0.8875166432059736
5043,Norvège,2010,stats,-0.1094255365165668,-0.029483457825927678,0.07385699853762197,-0.541195013834183
5044,Nouvelle-Zélande,2010,stats,-0.12639078781299995,-0.029483457825927678,0.07385699853762197,-0.6560470362040823
5045,Népal,2010,stats,-0.09918809323552906,-0.029483457825927678,0.07385699853762197,-0.47188916954223764
5046,Oman,2010,stats,-0.1272053322993228,-0.029483457825927678,0.07385699853762197,-0.6615613713547852
5047,Ouganda,2010,stats,0.09356876892113704,-0.029483457825927678,0.07385699853762197,0.8330437817912626
5048,Ouzbékistan,2010,stats,-0.0761979663125424,-0.029483457825927678,0.07385699853762197,-0.31624970829825183
5049,Pakistan,2010,stats,-0.013856988786237133,-0.029483457825927678,0.07385699853762197,0.1057886818385301
5050,Palaos,2010,stats,0.035827491460691016,-0.029483457825927678,0.07385699853762197,0.4421446212260439
5051,Palestine,2010,stats,0.09078741230656633,-0.029483457825927678,0.07385699853762197,0.8142144448994181
5052,Panama,2010,stats,-0.08530392997813976,-0.029483457825927678,0.07385699853762197,-0.3778956175952488
5053,Papouasie-Nouvelle-Guinée,2010,stats,-0.049904043972335874,-0.029483457825927678,0.07385699853762197,-0.13824408350419334
5054,Paraguay,2010,stats,-0.026927133347470572,-0.029483457825927678,0.07385699853762197,0.017305905527388452
5055,Pays-Bas,2010,stats,-0.01596941482625043,-0.029483457825927678,0.07385699853762197,0.09148789733713142
5056,Philippines,2010,stats,-0.11124146554338672,-0.029483457825927678,0.07385699853762197,-0.553488561248616
5057,Pologne,2010,stats,0.0007194408775843727,-0.029483457825927678,0.07385699853762197,0.20446876600412495
5058,Portugal,2010,stats,-0.11057066089505524,-0.029483457825927678,0.07385699853762197,-0.5489473216801696
5059,Pérou,2010,stats,-0.13272518162643673,-0.029483457825927678,0.07385699853762197,-0.6989298634165239
5060,Qatar,2010,stats,-0.06827748857993417,-0.029483457825927678,0.07385699853762197,-0.2626293480789449
5061,Roumanie,2010,stats,-0.07586732997451053,-0.029483457825927678,0.07385699853762197,-0.31401135347353304
5062,Royaume-Uni,2010,stats,-0.021100698671515736,-0.029483457825927678,0.07385699853762197,0.05674993108569023
5063,Russie,2010,stats,-0.006053558182461954,-0.029483457825927678,0.07385699853762197,0.15861665182298723
5064,Rwanda,2010,stats,0.006050562180885461,-0.029483457825927678,0.07385699853762197,0.2405595997020681
5065,République Dominicaine,2010,stats,-0.1042014364534107,-0.029483457825927678,0.07385699853762197,-0.5058286967173631
5066,République centrafricaine,2010,stats,0.007324670812306919,-0.029483457825927678,0.07385699853762197,0.24918511019294218
5067,République du Congo,2010,stats,0.1299877807921781,-0.029483457825927678,0.07385699853762197,1.079594634060798
5068,République démocratique du Congo,2010,stats,0.0674861536667208,-0.029483457825927678,0.07385699853762197,0.6564686719786832
5069,République tchèque,2010,stats,-0.0337723714242691,-0.029483457825927678,0.07385699853762197,-0.02903525517731875
5070,Saint-Kitts-et-Nevis,2010,stats,0.1530781905831016,-0.029483457825927678,0.07385699853762197,1.2359129941899434
5071,Saint-Marin,2010,stats,-0.04453075477210233,-0.029483457825927678,0.07385699853762197,-0.10186777992683876
5072,Saint-Vincent-et-les-Grenadines,2010,stats,-0.050389303676524694,-0.029483457825927678,0.07385699853762197,-0.14152921364620444
5073,Sainte-Lucie,2010,stats,-0.14502742871732857,-0.029483457825927678,0.07385699853762197,-0.7822140973718559
5074,Salomon,2010,stats,-0.13185937220553456,-0.029483457825927678,0.07385699853762197,-0.6930684729048235
5075,Salvador,2010,stats,-0.04885339398485622,-0.029483457825927678,0.07385699853762197,-0.1311313520888728
5076,Samoa,2010,stats,0.03670481635448733,-0.029483457825927678,0.07385699853762197,0.4480839696369424
5077,Serbie,2010,stats,-0.06046657335450308,-0.029483457825927678,0.07385699853762197,-0.20975070840979906
5078,Seychelles,2010,stats,-0.15880346537723242,-0.029483457825927678,0.07385699853762197,-0.8754756496463264
5079,Sierra Leone,2010,stats,0.014373855127021795,-0.029483457825927678,0.07385699853762197,0.2969069541230343
5080,Singapour,2010,stats,-0.13805392325316512,-0.029483457825927678,0.07385699853762197,-0.7350045870868473
5081,Slovaquie,2010,stats,-0.020660830519461437,-0.029483457825927678,0.07385699853762197,0.05972776772110559
5082,Slovénie,2010,stats,-0.11349527857920198,-0.029483457825927678,0.07385699853762197,-0.56874651296911
5083,Somalie,2010,stats,0.01311890633151668,-0.029483457825927678,0.07385699853762197,0.288411152639402
5084,Soudan,2010,stats,0.009140543384104638,-0.029483457825927678,0.07385699853762197,0.26147827541595575
5085,Soudan du Sud,2010,stats,0.04572012128502537,-0.029483457825927678,0.07385699853762197,0.5091161338802926
5086,Sri Lanka,2010,stats,-0.1045474384596447,-0.029483457825927678,0.07385699853762197,-0.5081710746442006
5087,Suisse,2010,stats,-0.026668287302492,-0.029483457825927678,0.07385699853762197,0.019058251615800912
5088,Suriname,2010,stats,-0.07119411412636091,-0.029483457825927678,0.07385699853762197,-0.2823744338810781
5089,Suède,2010,stats,-0.0761185033137092,-0.029483457825927678,0.07385699853762197,-0.3157117565779912
5090,Syrie,2010,stats,0.0007195018108664125,-0.029483457825927678,0.07385699853762197,0.2044691785126431
5091,São Tomé-et-Principe,2010,stats,-0.03562698884178119,-0.029483457825927678,0.07385699853762197,-0.0415907167736045
